#time;pose_pure.x;pose_pure.y;pose_pure.z;pose_pure.yaw;pose_pure.pitch;pose_pure.roll;gps_pure.x;gps_pure.y;gps_pure.z;imu_pure.dtheta;imu_pure.dphi;imu_pure.dpsi;loch_doppler_pure.vx;loch_doppler_pure.vy;loch_doppler_pure.vz;imu_pure.ddx;imu_pure.ddy;imu_pure.ddz;motorboat.transponder_gps_pure.x;motorboat.transponder_gps_pure.y;motorboat.transponder_gps_pure.z;motorboat.transponder_yaw_pure;motorboat.transponder_pitch_pure;motorboat.transponder_roll_pure;motorboat.transponder_dist;pose_noisy.x;pose_noisy.y;pose_noisy.z;pose_noisy.yaw;pose_noisy.pitch;pose_noisy.roll;gps_noisy.x;gps_noisy.y;gps_noisy.z;imu_noisy.dtheta;imu_noisy.dphi;imu_noisy.dpsi;loch_doppler_noisy.vx;loch_doppler_noisy.vy;loch_doppler_noisy.vz;imu_noisy.ddx;imu_noisy.ddy;imu_noisy.ddz;motorboat.transponder_gps_noisy.x;motorboat.transponder_gps_noisy.y;motorboat.transponder_gps_noisy.z;motorboat.transponder_yaw_noisy;motorboat.transponder_pitch_noisy;motorboat.transponder_roll_noisy;motorboat.transponder_dist
0.1;0.07833333313465118;0.0;-20.0;0.0;-0.0;0.0;0.07833333313465118;0.0;-20.0;0.0;0.0;0.0;0.19999979436397552;0.0;0.0;-2.2351741790771484e-06;0.0;9.8100004196167;-2.217048168182373;1.0121777057647705;2.064787008038138e-09;2.7262794840062643;1.5202305827259481;1.6850654367673197;19.581564842763953;0.09747169746245758;-0.20110615517461417;-20.084465882914927;0.0002031391386551019;-0.000686909045099107;-0.00031227956962648703;0.07833333313465118;0.0;-20.0;-0.0001527386048110202;2.2630680177826434e-05;0.0001743856555549428;0.19999979436397552;0.0;0.0;0.017175104469060898;0.29120394587516785;9.769705772399902;-2.217048168182373;1.0121777057647705;2.064787008038138e-09;2.7174104177344183;1.5217624814874346;1.679037185952718;19.581564842763953
0.2;0.09833333641290665;0.0;-20.0;0.0;-0.0;0.0;0.09833333641290665;0.0;-20.0;0.0;0.0;0.0;0.20000024139881134;0.0;0.0;4.470348358154297e-06;0.0;9.8100004196167;-2.2010843753814697;1.1046350002288818;2.0499195674261728e-09;2.6937494932486667;1.515620636552285;1.685264619057903;19.58703505037693;0.016184573146295997;0.02793267202049605;-20.132898540438664;0.0007773136303087028;7.908233906325e-05;0.0004084018889255079;0.09833333641290665;0.0;-20.0;-6.272071004786994e-06;0.0002622743195388466;-0.00013221250264905393;0.20000024139881134;0.0;0.0;-0.08179669082164764;0.1485007405281067;9.77286148071289;-2.2010843753814697;1.1046350002288818;2.0499195674261728e-09;2.8368933899352613;1.5385271551646207;1.6730808096426848;19.58703505037693
0.30000000000000004;0.11833333224058151;0.0;-20.0;0.0;-0.0;0.0;0.11833333224058151;0.0;-20.0;0.0;0.0;0.0;0.19999979436397552;0.0;0.0;-4.470348358154297e-06;0.0;9.8100004196167;-2.1842992305755615;1.196882724761963;2.0342871831502407e-09;2.662239585861514;1.5110234777907987;1.6854232616892746;19.592831494494103;0.13127445132503593;0.09082317693017365;-20.018017622949117;4.412968379107907e-05;0.000526692876045191;-0.00024702977837194005;0.11833333224058151;0.0;-20.0;0.0002814225445035845;7.250475027831271e-05;-0.00011364721285644919;0.20000068843364716;0.0;0.0;-0.00701527064666152;-0.04328203946352005;9.743168830871582;-2.1842992305755615;1.196882724761963;2.0342871831502407e-09;2.825919429807985;1.5331872129175717;1.685500381529188;19.592831494494103
0.4;0.13833333551883698;0.0;-20.0;0.0;-0.0;0.0;0.13833333551883698;0.0;-20.0;0.0;0.0;0.0;0.19999979436397552;0.0;0.0;0.0;0.0;9.8100004196167;-2.166691541671753;1.2889068126678467;2.0178887449873173e-09;2.6317344064415598;1.5064399826717694;1.6855413110036923;19.598949509203734;-0.2673371837795328;0.14729170192441626;-19.924174471356288;-7.809068958245729e-06;0.0005433037422394782;1.6520988950175558e-06;0.13833333551883698;0.0;-20.0;-0.0004122857062611729;0.0003689503646455705;6.963303167140111e-05;0.19999979436397552;0.0;0.0;-0.06920920312404633;0.06913743913173676;9.760096549987793;-2.166691541671753;1.2889068126678467;2.0178887449873173e-09;2.6440775681662214;1.5123390967000043;1.678144960674331;19.598949509203734
0.5;0.15833333134651184;0.0;-20.0;0.0;-0.0;0.0;0.15833333134651184;0.0;-20.0;0.0;0.0;0.0;0.19999979436397552;0.0;0.0;0.0;0.0;9.8100004196167;-2.1482605934143066;1.3806935548782349;2.0007235868035878e-09;2.6022139151477663;1.5018710047120527;1.6856187342803877;19.605384250018574;0.5414644613949418;-0.1459556564362697;-19.899993509288624;-0.0003705297690289069;0.0001666931966215088;-0.00017584905124972143;0.15833333134651184;0.0;-20.0;-2.2574005924980156e-05;-4.9255679186899215e-05;0.00015573069686070085;0.19999979436397552;0.0;0.0;-0.07286512106657028;-0.14856423437595367;9.705041885375977;-2.1482605934143066;1.3806935548782349;2.0007235868035878e-09;2.63821430907811;1.4972479615792145;1.7038027459016012;19.605384250018574
0.6000000000000001;0.1783333271741867;0.0;-20.0;0.0;-0.0;0.0;0.1783333271741867;0.0;-20.0;0.0;0.0;0.0;0.19999979436397552;0.0;0.0;0.0;0.0;9.8100004196167;-2.1290299892425537;1.4720927476882935;1.9828136910149396e-09;2.573701148257101;1.4973241802184138;1.68565669873198;19.612123388028973;0.2562190769124197;0.04242897891564696;-19.930753184803322;-0.0002965489873392395;6.509762251748295e-05;0.000597471797289299;0.1783333271741867;0.0;-20.0;-0.00010072245640913025;-4.386996806715615e-05;-4.8529116611462086e-05;0.19999979436397552;0.0;0.0;-0.0031236102804541588;-0.08728562295436859;9.807401657104492;-2.1290299892425537;1.4720927476882935;1.9828136910149396e-09;2.6011370702981456;1.4974489149681027;1.692645054298199;19.612123388028973
0.7000000000000001;0.19833333790302277;0.0;-20.0;0.0;-0.0;0.0;0.19833333790302277;0.0;-20.0;0.0;0.0;0.0;0.20000068843364716;0.0;0.0;8.940696716308594e-06;0.0;9.8100004196167;-2.108966588973999;1.5632214546203613;1.9641281934212884e-09;2.546119851610307;1.4927938391752262;1.6856535708850189;19.619166543097798;-0.010492803543993928;0.040374964342505315;-20.270619098496717;0.00048092864142011964;-3.8808944885984503e-05;6.712133096095642e-05;0.19833333790302277;0.0;-20.0;0.0001956749038072303;5.981512731523253e-05;7.422589260386303e-05;0.19999979436397552;0.0;0.0;0.06377480924129486;0.05434347689151764;9.833255767822266;-2.108966588973999;1.5632214546203613;1.9641281934212884e-09;2.425908829421076;1.4908950716266762;1.6626308880376395;19.619166543097798
0.8;0.21833333373069763;0.0;-20.0;0.0;-0.0;0.0;0.21833333373069763;0.0;-20.0;0.0;0.0;0.0;0.19999979436397552;0.0;0.0;-8.940696716308594e-06;0.0;9.8100004196167;-2.088068723678589;1.6540682315826416;1.9446655397103996e-09;2.519439953113285;1.4882807049130289;1.6856092668286573;19.626508446963623;0.06573768345868436;-0.0305680697714453;-19.906036201414054;0.00022352244368883847;-0.00027919682979810713;-0.0002641637182150061;0.21833333373069763;0.0;-20.0;9.985873475670815e-05;-0.0001458011392969638;-2.2616846763412468e-05;0.19999979436397552;0.0;0.0;0.09138939529657364;0.05115865170955658;9.727912902832031;-2.088068723678589;1.6540682315826416;1.9446655397103996e-09;2.4510728980406253;1.4843984694653263;1.67524705253808;19.626508446963623
0.9;0.2383333295583725;0.0;-20.0;0.0;-0.0;0.0;0.2383333295583725;0.0;-20.0;0.0;0.0;0.0;0.19999979436397552;0.0;0.0;0.0;0.0;9.8100004196167;-2.0663251876831055;1.744667887687683;1.9244152937858416e-09;2.4936151600632384;1.4837831998985158;1.685523233094752;19.634146733154623;0.27795083424725375;0.04472568060328041;-20.237579956677433;0.00012012073114913677;-8.3396122724697e-05;0.0004479441583677847;0.2383333295583725;0.0;-20.0;-0.0003599740448407829;0.00019830882956739515;7.972530147526413e-05;0.19999979436397552;0.0;0.0;-0.030642597004771233;0.06352952867746353;9.819014549255371;-2.0663251876831055;1.744667887687683;1.9244152937858416e-09;2.490093308450363;1.4836880358180802;1.6848188565489806;19.634146733154623
1.0;0.25833332538604736;0.0;-20.0;0.0;-0.0;0.0;0.25833332538604736;0.0;-20.0;0.0;0.0;0.0;0.19999979436397552;0.0;0.0;0.0;0.0;9.8100004196167;-2.0437474250793457;1.834957480430603;1.903388113788651e-09;2.4686307643428798;1.4793045948644101;1.685396031924481;19.642073369476954;0.3079797098422316;-0.17045903935643425;-19.866994596679493;-0.0005783595140930001;-8.955245837974894e-05;-0.00012099851008953647;0.25833332538604736;0.0;-20.0;0.00010896103776758537;-4.869775875704363e-05;-0.0001817004958866164;0.2999996840953827;0.0;0.0;-0.09475506842136383;0.03334159031510353;9.84653091430664;-2.0437474250793457;1.834957480430603;1.903388113788651e-09;2.505066224122214;1.4811405332580192;1.6918223781352197;19.642073369476954
