#pose_pure.x;pose_pure.y;pose_pure.z;pose_pure.yaw;pose_pure.pitch;pose_pure.roll;imu_pure.dtheta;imu_pure.dphi;imu_pure.dpsi;loch_doppler_pure.vx;loch_doppler_pure.vy;loch_doppler_pure.vz;imu_pure.ddx;imu_pure.ddy;imu_pure.ddz;gps_pure.x;gps_pure.y;gps_pure.z;motorboat.transponder;pose_noisy.x;pose_noisy.y;pose_noisy.z;pose_noisy.yaw;pose_noisy.pitch;pose_noisy.roll;imu_noisy.dtheta;imu_noisy.dphi;imu_noisy.dpsi;loch_doppler_noisy.vx;loch_doppler_noisy.vy;loch_doppler_noisy.vz;imu_noisy.ddx;imu_noisy.ddy;imu_noisy.ddz;gps_noisy.x;gps_noisy.y;gps_noisy.z;motorboat.transponder
0.029999999329447746;0.0;-20.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.09999989718198776;0.0;0.0;-1.1175870895385742e-06;0.0;9.8100004196167;1.6052411794662476;-1.3048326969146729;-1.494997348139293e-09;19.527631054428916;0.040250923346301384;0.08119534083613753;-20.07924564268097;0.00041928495403048197;-0.00052214558876296;-0.00047104678341724506;3.976190055254847e-05;-0.00016261778364423662;-0.00018492393428459764;0.09999989718198776;0.0;0.0;-0.06353459507226944;-0.018114205449819565;9.76205825805664;1.6052411794662476;-1.3048326969146729;-1.494997348139293e-09;19.527631054428916
0.03999999910593033;0.0;-20.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.09999989718198776;0.0;0.0;0.0;0.0;9.8100004196167;1.631433367729187;-1.3682745695114136;-1.5193907243471472e-09;19.533285358930897;0.290621017092483;0.07165544371611961;-20.04299945795895;0.0003751534638694401;0.0006968833857027469;1.7855632522434658e-05;0.00023514543136116117;-0.00022819018340669572;-0.00034600391518324614;0.09999989718198776;0.0;0.0;0.017836906015872955;-0.02057216875255108;9.587331771850586;1.631433367729187;-1.3682745695114136;-1.5193907243471472e-09;19.533285358930897
0.05000000074505806;0.0;-20.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.10000012069940567;0.0;0.0;2.2351741790771484e-06;0.0;9.8100004196167;1.6566046476364136;-1.4329955577850342;-1.5428333055567123e-09;19.53916723350878;0.2818938936936035;0.029084518857229864;-19.95762292400248;9.124444846795014e-05;7.150250693782767e-05;-0.0001388660413641751;1.2149931535532232e-05;-0.0004836717853322625;3.458699575276114e-05;0.3000001311302185;0.0;0.0;0.02007129415869713;0.004084352403879166;9.73702621459961;1.6566046476364136;-1.4329955577850342;-1.5428333055567123e-09;19.53916723350878
0.07666666805744171;0.0;-20.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.3000001311302185;0.0;0.0;2.000000238418579;0.0;9.8100004196167;1.6836802959442139;-1.507110595703125;-1.568049468048116e-09;19.544776196205984;-0.39790589135761234;-0.022479080607790154;-19.941505931871305;-0.0006093319025716277;-0.00038080458576680154;-1.7915121810733982e-05;-0.00011716252629412338;0.00016858091112226248;-0.000166913348948583;0.2999996840953827;0.0;0.0;2.0292482376098633;-0.11990785598754883;9.824755668640137;1.6836802959442139;-1.507110595703125;-1.568049468048116e-09;19.544776196205984
0.1066666692495346;0.0;-20.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.3000001311302185;0.0;0.0;0.0;0.0;9.8100004196167;1.7106167078018188;-1.5855602025985718;-1.5931359564902436e-09;19.55073038399941;0.3947984227262559;0.22732568983693244;-19.957360506964434;9.340808556363914e-05;6.958400782821407e-05;-2.5543982329722993e-05;-5.992419755784795e-05;-0.000410774489864707;-8.548275218345225e-05;0.39999958872795105;0.0;0.0;-0.1330452859401703;0.12108123302459717;9.944562911987305;1.7106167078018188;-1.5855602025985718;-1.5931359564902436e-09;19.55073038399941
0.14166666567325592;0.0;-20.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.39999958872795105;0.0;0.0;0.9999945759773254;0.0;9.8100004196167;1.7399628162384033;-1.6770250797271729;-1.6204666497543485e-09;19.557897772411796;0.08683367248807317;0.286162120181415;-19.91785481508669;0.0006132797060974203;-0.00016956838801518702;-0.0004289889090589125;-0.0003094035491812974;-2.0458135622902773e-05;0.0001150396274169907;0.4000004827976227;0.0;0.0;0.9657180905342102;-0.06806614995002747;9.88786792755127;1.7399628162384033;-1.6770250797271729;-1.6204666497543485e-09;19.557897772411796
0.18166667222976685;0.0;-20.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.4000004827976227;0.0;0.0;8.940696716308594e-06;0.0;9.8100004196167;1.7712740898132324;-1.7812423706054688;-1.649627545674548e-09;19.566401758276626;0.3050061749241386;0.20043578053116093;-19.909858121552492;0.0006353039089258548;-0.00035284943335237164;0.0005134451231381757;0.00014590498176403344;0.0003302943368908018;-8.214060653699562e-05;0.39999958872795105;0.0;0.0;-0.07534626871347427;0.1077510192990303;9.741364479064941;1.7712740898132324;-1.7812423706054688;-1.649627545674548e-09;19.566401758276626
0.22166666388511658;0.0;-20.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.39999958872795105;0.0;0.0;-8.940696716308594e-06;0.0;9.8100004196167;1.8001296520233154;-1.8843817710876465;-1.6765013821640196e-09;19.575158792949978;0.11523955303781964;-0.1553970356981909;-19.76637942620116;0.0007499097666861203;0.0002536390429035173;-0.0005056046537087086;0.00029558001551777124;-8.423574035987258e-05;-0.00017678167205303907;0.4000004827976227;0.0;0.0;0.04968510940670967;0.022579751908779144;9.979599952697754;1.8001296520233154;-1.8843817710876465;-1.6765013821640196e-09;19.575158792949978
0.2616666555404663;0.0;-20.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.39999958872795105;0.0;0.0;0.0;0.0;9.8100004196167;1.826526403427124;-1.9860814809799194;-1.7010852726428993e-09;19.58411875343006;0.2568766397751345;-0.007475135515431023;-20.062480337576684;0.0003029120043520251;0.0001503750350382244;0.0005240814257527596;0.0005524913431145251;-3.62981554644648e-05;-0.000100119155831635;0.39999958872795105;0.0;0.0;-0.08585727214813232;0.12925748527050018;9.769721984863281;1.826526403427124;-1.9860814809799194;-1.7010852726428993e-09;19.58411875343006
0.3016666769981384;0.0;-20.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.4000013768672943;0.0;0.0;1.7881393432617188e-05;0.0;9.8100004196167;1.850541353225708;-2.0862388610839844;-1.723450937518578e-09;19.593259218554497;0.45521726799740225;0.018012383727998967;-20.0589423513627;-0.00013828842884755578;-0.00018812167434401067;0.00047097675786501446;-0.00016253339708782732;7.807301153661683e-05;-0.00010747786291176453;0.5000012516975403;0.0;0.0;0.053177572786808014;-0.051351748406887054;9.822976112365723;1.850541353225708;-2.0862388610839844;-1.723450937518578e-09;19.593259218554497
