4.57414;-0.420327;-19.281;0.06162;-0.0582999;0.0045586;8.46018;-9.51517;-20.6328;-0.00824539;-0.0657371;-0.0524843;1.06572;-0.790533;-19.8254;-0.00508523;0.000818222;0.00762414;
4.59094;-0.415913;-19.2875;0.0504524;0.00270707;-0.0168566;8.473;-9.51924;-20.6351;0.0414323;-0.0642296;-0.0761706;0.691745;-0.831435;-19.8146;-0.0075087;-0.0061698;0.0133593;
4.6246;-0.418327;-19.2984;0.0463112;0.0240796;-0.0403274;8.50111;-9.53189;-20.6285;0.0396918;-0.0828828;-0.0739512;1.16851;-0.329676;-19.8239;-0.0145351;0.00362733;0.0146782;
4.65401;-0.429179;-19.2998;0.0592417;-0.00327211;-0.0324551;8.53408;-9.53578;-20.6246;0.0757272;-0.056612;-0.0898153;1.19392;-0.407562;-19.8094;-0.00967435;0.0250047;0.00923712;
4.70316;-0.431238;-19.2898;0.0518281;-0.0140602;-0.0396981;8.57933;-9.54105;-20.6268;0.0747009;-0.0761456;-0.0555555;1.38099;-0.756004;-19.8098;-0.0153768;0.0194363;0.00457387;
3.72571;-2.29421;-19.4469;-0.0639918;-0.046981;-0.116653;8.62224;-9.54476;-20.617;0.0550697;-0.0539874;-0.0436427;1.47531;-0.682963;-19.8673;-0.016478;0.0122129;-0.00566175;
3.7729;-2.30367;-19.4536;-0.0237469;-0.0269753;-0.16106;-3.7554;6.18454;-20.487;-0.0731607;0.0520171;0.158685;1.51606;-0.976121;-19.8596;-0.0141282;0.0203365;-0.00554587;
3.81363;-2.30867;-19.464;-0.098823;-0.0694053;-0.1608;-3.70117;6.15211;-20.5107;0.0631967;0.13349;0.0692461;1.59787;-1.52646;-19.9049;-0.0266464;0.0249236;-0.0170933;
3.84318;-2.29942;-19.4774;-0.149608;0.00951406;-0.055074;-3.64983;6.15057;-20.5145;0.0289462;0.180606;0.0770798;1.78323;-1.51166;-19.8569;-0.0452484;0.0325456;-0.0182233;
3.91146;-2.31375;-19.4803;-0.0925044;-0.0703977;-0.128107;-3.60383;6.16034;-20.5287;0.0324088;0.179723;0.0707684;1.68403;-1.23123;-19.8157;-0.0328836;0.0434422;-0.00563723;
1.85156;1.41666;-19.2715;-0.0782214;0.0878875;0.0640919;-3.54258;6.1622;-20.5355;0.0571357;0.165146;0.103414;2.07001;-1.67246;-19.8526;-0.0292453;0.029817;-0.0266536;
1.89049;1.46457;-19.2437;-0.0354697;0.0667768;0.0175869;-3.45036;6.15916;-20.5503;0.0699755;0.143593;0.0784523;2.18514;-0.722078;-19.8012;-0.0200596;0.0302999;-0.0355691;
1.98555;1.47119;-19.2214;-0.0155058;0.0625609;0.0436031;-3.39538;6.17638;-20.5622;0.0895496;0.167907;0.164969;2.56165;-0.954906;-19.75;-0.0125406;0.0278102;-0.0441227;
2.0656;1.47202;-19.2145;-0.0427138;0.0064483;0.0441663;-6.20142;4.44745;-19.6986;0.0706673;0.265746;0.151874;3.13389;-1.32048;-19.7738;0.000652071;0.0286954;-0.0600352;
2.13825;1.4764;-19.2112;-0.0490265;0.0182861;0.0735137;-6.10908;4.44675;-19.7013;0.0788605;0.316043;0.0970192;3.63787;-1.55321;-19.7715;-0.000262329;0.022848;-0.0791882;
2.21855;1.48903;-19.2014;-0.102717;0.0367497;0.132525;-6.03293;4.4598;-19.7222;0.0453162;0.312613;0.102893;3.21619;-1.7317;-19.8221;0.0203389;0.0407285;-0.100718;
3.88059;-3.02896;-19.6915;0.112837;-0.000921526;0.13927;-5.95156;4.46219;-19.7588;0.0495838;0.369426;0.0326033;3.49716;-1.46114;-19.8083;0.021166;0.0399576;-0.104154;
3.9619;-3.01852;-19.704;0.148355;0.0269136;0.222243;5.56247;5.15877;-19.5238;-0.182693;0.167263;-0.276183;3.77468;-1.13152;-19.7966;0.0179782;0.0428394;-0.120073;
4.07478;-3.0018;-19.7018;0.159948;0.0265435;0.248332;5.65447;5.13583;-19.5421;-0.179205;0.161222;-0.26458;3.67695;-0.164225;-19.719;0.0149065;0.0519634;-0.134565;
4.17368;-2.98058;-19.71;0.191535;0.00450248;0.235846;5.75129;5.11502;-19.5556;-0.196788;0.184246;-0.303978;4.00163;0.0227263;-19.6202;0.00570611;0.0320734;-0.114952;
4.26936;-2.95052;-19.7012;0.228238;-0.00758487;0.222214;5.86424;5.10145;-19.5232;-0.0775478;0.149253;-0.295143;3.94592;-0.365455;-19.6951;0.0168423;0.0407263;-0.104901;
4.36232;-2.88747;-19.7047;0.268336;-0.00727466;0.311893;5.98908;5.07172;-19.5381;-0.0600684;0.165017;-0.299875;4.16812;-0.602879;-19.6836;0.0142666;0.0434484;-0.0723569;
4.47734;-2.85814;-19.705;0.282362;0.0119053;0.295199;6.10944;5.03065;-19.5648;-0.0482145;0.179296;-0.270701;4.38513;-0.475093;-19.7253;-0.007594;0.066324;-0.090473;
5.18371;-2.37154;-19.5161;-0.254196;0.0157823;0.105449;6.20652;5.048;-19.5549;0.0138019;0.138591;-0.207695;4.54938;-0.569771;-19.7559;-0.0129142;0.0585966;-0.0920277;
5.30553;-2.35822;-19.5173;-0.232885;0.0142508;0.111582;6.33298;5.02718;-19.5737;0.00156719;0.14527;-0.201998;4.62474;-0.377851;-19.742;-0.0153756;0.0541822;-0.0881957;
5.42025;-2.33361;-19.5218;-0.268182;0.0193631;0.141082;6.43309;4.9471;-19.5969;0.0598305;0.136357;-0.201007;4.6344;-0.673865;-19.7746;-0.00106181;0.051194;-0.0732734;
5.54463;-2.31413;-19.5274;-0.258736;0.0353522;0.146993;6.5463;4.92364;-19.6182;0.0361411;0.153617;-0.222667;5.0544;0.157012;-19.7164;-0.00416179;0.0455825;-0.0817983;
5.07136;-2.69251;-19.695;0.256361;-0.10226;0.146782;6.66829;4.87841;-19.6514;0.0438693;0.191753;-0.249949;4.95491;-0.0301464;-19.7966;0.00994118;0.0644973;-0.0865352;
5.17842;-2.67165;-19.7125;0.200753;-0.0205736;0.208766;-7.40511;1.62018;-20.8369;-0.0682488;0.0298408;0.0746016;4.03857;-2.39936;-19.8781;0.00791145;0.0473454;-0.0213128;
5.30613;-2.65599;-19.7262;0.190119;0.0327555;0.161561;-7.91633;-13.3824;-20.6341;-0.0396483;-0.0204685;0.0617682;3.48986;-3.3674;-19.7667;0.00375232;0.00264005;0.0166092;
5.44422;-2.63068;-19.7379;0.22332;0.00864417;0.190956;-7.1451;1.64003;-20.8576;-0.0304285;0.0371405;0.0583063;4.51738;-3.38591;-19.7593;0.0101841;0.0158086;0.00501832;
5.57171;-2.61282;-19.7308;0.254239;0.0314885;0.187614;-7.00568;1.64523;-20.8588;-0.0144482;0.0707494;0.0377254;4.94542;-3.37669;-19.8442;0.0257558;0.023693;0.0102274;
3.18657;-7.66209;-20.4099;-0.102424;-0.0806545;-0.0320575;-6.86312;1.64925;-20.8712;-0.0330041;0.0682181;-0.0131295;4.80317;-3.24484;-19.9488;0.0270207;0.0417049;-0.00381917;
3.83499;-4.45766;-20.4232;-0.0461006;0.119599;-0.162452;11.986;-16.5614;-19.2031;0.00623584;-0.0537232;-0.0394435;4.70343;-2.99368;-20.0238;0.0355224;0.0862909;0.00741208;
3.99619;-4.48282;-20.4495;-0.0358897;0.0373396;-0.198368;11.4702;1.26378;-20.0632;-0.00471299;0.0427965;-0.111251;5.17974;-2.96435;-19.9334;0.0538469;0.0741679;0.0425274;
4.13855;-4.51672;-20.4536;-0.0740425;0.0131044;-0.210746;11.6049;1.24006;-20.0646;-0.00935586;-0.0239078;-0.149292;5.50666;-3.32139;-20.0835;0.060959;0.10628;0.00720974;
4.28988;-4.54788;-20.4589;-0.0176135;0.0250747;-0.221221;11.748;1.23314;-20.0573;0.011212;-0.0325145;-0.160758;5.79134;-3.16357;-20.0688;0.0584735;0.102103;0.00946907;
7.08431;-2.36729;-19.262;0.0368232;0.0761859;-0.0443158;11.908;1.21403;-20.0544;-0.0318002;0.00608478;-0.141616;5.32315;-3.51206;-20.0627;0.0515112;0.0753659;0.0464685;
7.24573;-2.34584;-19.2185;0.0463876;0.02439;-0.0231468;10.4123;2.83319;-18.8996;-0.0639471;0.016124;-0.0355244;5.48236;-3.48853;-19.9112;0.0393578;0.0520286;0.071654;
7.41327;-2.35154;-19.2212;0.0381953;0.0253808;-0.0553616;10.5722;2.82785;-18.9122;-0.0378292;0.0367425;-0.0510804;5.23015;-3.88641;-19.832;0.0350811;0.0317028;0.0775578;
-2.87861;-16.0544;-20.25;0.0330743;0.0216803;0.0589866;5.89372;3.38131;-20.2876;-0.0101314;0.157845;0.0688464;4.33649;-4.86384;-19.8669;0.0401459;0.0463052;0.0700413;
7.70187;-2.27647;-18.8827;-0.0445351;-0.0998132;0.0841715;6.07092;3.39435;-20.3215;-0.00676104;0.163615;0.124659;3.2417;-5.83116;-20.0262;0.0404802;0.0352088;0.0968152;
7.8536;-2.22192;-18.8573;-0.060456;-0.0494836;0.0370448;11.0655;2.17513;-18.9713;0.0609953;0.00724443;-0.0701325;3.38479;-5.59019;-20.0143;0.0270321;0.0444415;0.0819433;
5.04749;-12.1718;-20.887;0.0543844;0.0246229;-0.00876024;-0.00384878;-11.8956;-18.9142;-0.151337;0.0187585;-0.0846548;3.6865;-5.97612;-20.0063;0.0372093;0.0617689;0.108221;
5.22254;-12.1653;-20.8982;0.0904706;0.0361328;-0.000814633;0.161387;-11.9086;-18.9225;-0.171998;0.0326533;-0.116677;3.626;-6.12164;-20.0294;0.0422893;0.0537625;0.102464;
-0.35447;-0.678589;-21.031;-0.077101;0.136385;0.101212;0.3281;-11.9306;-18.9291;-0.199725;0.0320408;-0.127704;3.68139;-7.94398;-20.1098;0.0306555;0.049309;0.088735;
8.5445;-2.20241;-18.8021;0.0316529;-0.0484804;0.0666863;6.91739;3.49986;-20.4802;-0.0669861;0.147379;0.0925052;4.04414;-8.28173;-20.1169;0.0323143;0.0368725;0.0986393;
7.14025;-7.45237;-20.968;-0.058126;0.0297595;0.0155194;-4.36008;-3.9933;-19.2939;0.039885;0.11438;-0.1424;3.89999;-9.02147;-20.1917;0.0441624;0.0384196;0.0957056;
7.32275;-7.52182;-20.9935;-0.0341638;0.0244826;-0.0594059;-6.26675;-14.3865;-19.2075;-0.134594;0.0389386;-0.0117396;3.10197;-8.37257;-20.1779;0.0319555;0.0377316;0.0899783;
1.74887;1.19864;-20.8389;0.191227;-0.143589;-0.0428911;-6.09563;-14.3888;-19.2117;-0.170471;0.0192094;-0.0342231;2.5268;-8.42802;-20.3111;0.0406871;0.0319969;0.072824;
1.92083;1.19486;-20.8134;0.165562;-0.16814;-0.0611349;-5.93738;-14.3953;-19.1974;-0.125108;-0.0407841;-0.0498325;3.42719;-6.91384;-20.3279;0.0643305;0.0201847;0.0922162;
2.08586;1.19218;-20.79;0.199656;-0.166258;-0.039247;-0.766002;-12.9766;-18.9647;0.033499;0.00398524;-0.0748091;3.15646;-5.0544;-20.2567;0.0911687;-0.0131509;0.0751655;
2.25286;1.18343;-20.7584;0.250892;-0.175915;-0.0836436;-0.60291;-12.9872;-18.9586;0.0565623;0.00778271;-0.0623196;4.15586;-3.05433;-20.4025;0.134645;-0.0296955;0.0729291;
2.41997;1.19005;-20.7763;0.323739;-0.103488;-0.0739375;-3.36588;-4.07479;-19.393;-0.036991;0.0523272;-0.0827037;4.37784;-2.44256;-20.4532;0.125516;-0.0136079;0.0736057;
2.56895;1.21805;-20.8167;0.336402;-0.00628756;0.0348208;-3.20527;-4.09391;-19.4017;-0.00217172;0.0392262;-0.105003;4.6371;-1.30752;-20.3958;0.120073;-0.0179572;0.0686703;
2.72399;1.22703;-20.82;0.393917;-0.0233361;0.0403861;-5.71018;-15.3281;-20.008;0.0840843;0.0402103;0.147246;4.55798;-1.25552;-20.3672;0.107418;-0.00456939;0.0645587;
2.87424;1.24655;-20.808;0.385516;-0.0482836;0.0878536;-5.51552;-15.397;-20.0236;-0.0433291;-0.0304641;0.0659204;4.87917;-1.01013;-20.4007;0.120497;0.0190576;0.075223;
3.02954;1.25894;-20.8035;0.376885;-0.022722;0.103261;-5.35473;-15.3832;-20.0198;-0.0806121;-0.0129646;0.0939816;5.95774;0.130272;-20.4409;0.107402;0.0434923;0.0926178;
-3.12354;7.8705;-20.1188;-0.0291061;0.0357044;-0.00855156;-5.20114;-15.37;-20.0146;-0.0813716;1.97668e-05;0.0793326;6.17051;-0.0310282;-20.4666;0.100588;0.03786;0.100122;
-2.96155;7.86278;-20.1179;-0.0466409;0.0018195;-0.00927001;-5.04295;-15.3629;-20.0238;-0.0817168;0.0323027;0.0665846;6.03405;0.271692;-20.4791;0.0805354;0.0243743;0.0865321;
-2.81016;7.86241;-20.1147;-0.0394998;0.0111137;-0.0249412;-4.88531;-15.3474;-20.038;-0.11461;0.0655137;0.0645226;5.67846;0.110753;-20.5033;0.0795508;0.0246167;0.0752316;
-2.65416;7.84673;-20.1001;-0.0762798;-0.0587027;-0.0364895;-4.74568;-15.3383;-20.0409;-0.0641946;0.0400156;0.10712;5.86406;0.143773;-20.5264;0.105652;0.0189827;0.0563129;
-2.50419;7.83689;-20.0842;-0.114035;-0.0906575;-0.0470999;-4.60241;-15.3196;-20.0458;-0.0558434;0.0336939;0.13953;6.14003;0.289791;-20.5447;0.115451;0.0245355;0.0682031;
3.94291;1.33272;-20.7838;0.362458;-0.0216875;0.055496;-4.45341;-15.2963;-20.0481;-0.0531023;0.034821;0.164656;6.2178;-0.597105;-20.5448;0.140162;0.011843;0.0764733;
4.09585;1.34036;-20.7898;0.366853;-0.0052731;0.0250206;-4.30103;-15.274;-20.0496;-0.05332;0.0489165;0.161027;6.30756;-0.791414;-20.5379;0.136473;-0.00880386;0.0744846;
4.25078;1.33341;-20.7905;0.343198;-0.0255954;0.0319751;-4.15479;-15.2434;-20.0563;-0.132595;0.046313;0.18939;6.18795;-1.60585;-20.5346;0.133369;-0.028388;0.0627568;
4.40553;1.36959;-20.7846;0.328463;0.0337793;0.054089;-4.00125;-15.2492;-20.0645;-0.0655507;0.0375266;0.0597395;6.63206;-0.704758;-20.5359;0.130481;-0.00283936;0.0733578;
4.55522;1.39185;-20.7938;0.364076;0.0706128;0.0667416;-3.84782;-15.2441;-20.0712;-0.0244143;0.0456416;0.0296079;6.71804;-0.856656;-20.541;0.148802;-0.0321991;0.0543138;
9.1703;0.163877;-20.0586;-0.0107209;-0.0402953;-0.0867647;-3.72319;-15.2587;-20.0828;-0.0050005;0.034622;0.121668;6.72041;-1.21257;-20.5294;0.147366;-0.0213864;0.074655;
9.31602;0.171962;-20.0612;0.00781013;-0.0382909;-0.0587822;-3.57408;-15.2397;-20.0854;-0.0420243;0.0331685;0.0820032;6.30637;-2.69307;-20.4888;0.137084;-0.0475374;0.0523656;
9.48885;0.12126;-20.0272;0.033122;-0.110519;-0.0678595;-3.40638;-15.2289;-20.0714;-0.0287088;-0.0099898;0.0688116;6.34752;-3.55293;-20.4322;0.141616;-0.0600204;0.0634412;
9.63579;0.117014;-20.0161;-0.0157768;-0.0738522;-0.0460272;-3.26746;-15.2186;-20.0776;-0.0487366;-0.0172209;0.101127;6.61042;-3.65323;-20.4205;0.117705;-0.0729572;0.0690356;
9.78472;0.0867045;-20.0028;-0.0161109;-0.100389;-0.104548;-3.11745;-15.1999;-20.0743;-0.0361227;-0.0202805;0.139814;6.96744;-3.14317;-20.3818;0.0828964;-0.0592774;0.0706332;
9.92756;0.100318;-19.983;-0.0575688;-0.0820945;-0.0727354;-2.96856;-15.1883;-20.0772;-0.0590644;0.00560909;0.126807;6.89433;-3.30604;-20.4043;0.103984;-0.0489015;0.0528442;
10.0722;0.0938394;-19.9625;-0.034534;-0.10616;-0.0500231;-2.81471;-15.1782;-20.0689;-0.0547899;-0.0388427;0.0998133;6.6692;-3.70034;-20.3804;0.0994545;-0.0281811;0.0591834;
10.219;0.0744999;-19.9529;-0.0465196;-0.114443;-0.0939934;-2.66607;-15.1706;-20.0607;-0.075603;-0.020766;0.0731492;6.69842;-3.61114;-20.4117;0.0894612;-0.0227529;0.070222;
10.3594;0.054977;-19.9345;-0.0650182;-0.111242;-0.0732892;-2.52628;-15.0928;-20.1228;0.113019;-0.00425733;0.168819;7.23007;-2.77686;-20.3788;0.0628145;-0.0162808;0.065989;
10.4974;0.0480152;-19.9098;-0.0631556;-0.149999;-0.0902836;-12.6288;-3.84188;-20.2239;-0.0754911;-0.0271363;0.0246136;5.9196;-4.41235;-20.3629;0.0618142;-0.0232731;0.0556705;
10.6524;0.0266186;-19.8918;-0.064394;-0.162047;-0.0509564;-12.4785;-3.8361;-20.2255;-0.0465601;0.00138823;0.0568626;6.03249;-5.00214;-20.3402;0.0846833;-0.0512151;0.0542582;
4.43099;-14.0591;-20.1416;0.123554;-0.0967135;-0.127262;-12.325;-3.82705;-20.2316;-0.0261287;0.0181619;0.0436384;5.81738;-5.49626;-20.332;0.073923;-0.0571861;0.0581998;
4.57937;-14.0728;-20.1238;0.121243;-0.0800916;-0.116913;-12.1681;-3.82976;-20.2441;-0.0339;0.0672094;0.0476445;6.40327;-4.89822;-20.3477;0.081748;-0.0642541;0.0532371;
4.72345;-14.0952;-20.1065;0.181398;-0.151918;-0.172757;-1.79884;-14.9261;-20.2027;-0.0295312;0.117408;0.206403;6.94744;-4.46459;-20.3651;0.137822;-0.080077;0.0153698;
