-7.12372;10.3342;-10.0338;7.42412;-20.7276;-18.8;
-7.11094;10.3738;-10.1106;7.3741;-20.7333;-18.8;
-7.09971;10.4129;-10.1893;7.32332;-20.7392;-18.8;
-7.08591;10.4533;-10.2767;7.26248;-20.7448;-18.8;
-7.07305;10.4943;-10.3692;7.19811;-20.7507;-18.8;
-7.06062;10.5405;-10.4776;7.12356;-20.7579;-18.8;
-7.04935;10.5919;-10.6019;7.03938;-20.7664;-18.8;
-7.04109;10.6414;-10.7256;6.95684;-20.7752;-18.8;
-7.03573;10.6888;-10.8483;6.87618;-20.7841;-18.8;
-7.03313;10.7342;-10.9699;6.79743;-20.7933;-18.8;
-7.03334;10.7848;-11.1101;6.70806;-20.8041;-18.8;
-7.03938;10.8602;-11.3228;6.57678;-20.8216;-18.8;
-7.05236;10.943;-11.5617;6.4337;-20.8422;-18.8;
-7.07081;11.0212;-11.7916;6.3004;-20.8631;-18.8;
-7.09356;11.0938;-12.0098;6.17747;-20.8838;-18.8;
-7.1198;11.1608;-12.2165;6.06417;-20.9042;-18.8;
-7.14901;11.2231;-12.4134;5.95871;-20.9242;-18.8;
-7.18389;11.2865;-12.6187;5.85171;-20.9459;-18.8;
-7.22088;11.3448;-12.8121;5.75367;-20.9669;-18.8;
-7.26417;11.4049;-13.0154;5.65366;-20.9899;-18.8;
-7.30832;11.4596;-13.2049;5.56306;-21.0119;-18.8;
-7.35606;11.513;-13.3934;5.47567;-21.0345;-18.8;
-7.40345;11.5612;-13.5672;5.39748;-21.056;-18.8;
-7.45218;11.6068;-13.7337;5.3252;-21.0773;-18.8;
-7.48238;11.633;-13.8355;5.27991;-21.09;-18.8;
-7.52941;11.6721;-13.9785;5.22305;-21.1096;-18.8;
-7.7016;11.7894;-14.4219;5.06911;-21.1758;-18.8;
-7.90508;11.8917;-14.8704;4.92637;-21.2;-18.8;
-8.15877;11.9871;-15.3601;4.78578;-21.2;-18.8;
-8.44492;12.0679;-15.8518;4.66097;-21.2;-18.8;
-8.76205;12.1346;-16.3436;4.55304;-21.2;-18.8;
-9.10855;12.1878;-16.8334;4.46294;-21.2;-18.8;
-9.50717;12.2312;-17.351;4.38729;-21.2;-18.8;
-9.93921;12.2633;-17.8703;4.3322;-21.2;-18.8;
-10.4149;12.2851;-18.4017;4.29835;-21.2;-18.8;
-10.9344;12.2973;-18.9436;4.28811;-21.2;-18.8;
-11.4796;12.2998;-19.4762;4.30322;-21.2;-18.8;
-12.0483;12.2933;-19.9978;4.34377;-21.2;-18.8;
-12.6582;12.2779;-20.5239;4.41225;-21.2;-18.8;
-13.309;12.2548;-21.0532;4.51058;-21.2;-18.8;
-13.9788;12.2252;-21.5673;4.63659;-21.2;-18.8;
-14.6797;12.189;-22.0753;4.79333;-21.2;-18.8;
-15.4252;12.1466;-22.5862;4.98558;-21.2;-18.8;
-16.1845;12.1004;-23.0782;5.20673;-21.2;-18.8;
-16.9553;12.0509;-23.5501;5.45609;-21.2;-18.8;
-17.7351;11.9988;-24.001;5.73289;-21.2;-18.8;
-18.5217;11.9449;-24.4302;6.03632;-21.2;-18.8;
-19.3128;11.8897;-24.837;6.36554;-21.2;-18.8;
-20.1065;11.834;-25.2208;6.71963;-21.2;-18.8;
-20.9005;11.7783;-25.5812;7.09767;-21.2;-18.8;
-21.6931;11.7234;-25.9178;7.4987;-21.2;-18.8;
-22.4823;11.6699;-26.2304;7.92172;-21.2;-18.8;
-23.2663;11.6184;-26.519;8.36574;-21.2;-18.8;
-24.0436;11.5695;-26.7834;8.8297;-21.2;-18.8;
-24.7974;11.5247;-27.0192;9.30296;-21.2;-18.8;
-25.5112;11.4847;-27.2223;9.77366;-21.2;-18.8;
-26.2138;11.4481;-27.4023;10.2595;-21.2;-18.8;
-26.9039;11.4153;-27.5597;10.7595;-21.2;-18.8;
-27.5804;11.387;-27.6947;11.2728;-21.2;-18.8;
-28.2424;11.3636;-27.8077;11.7982;-21.2;-18.8;
-28.8888;11.3454;-27.8993;12.3349;-21.2;-18.8;
-29.5059;11.3331;-27.9685;12.8704;-21.2;-18.8;
-30.08;11.3265;-28.015;13.3915;-21.2;-18.8;
-30.6367;11.3254;-28.0423;13.9199;-21.2;-18.8;
-31.1756;11.33;-28.0508;14.4547;-21.2;-18.8;
-31.696;11.3405;-28.0414;14.9952;-21.2;-18.8;
-32.1976;11.3573;-28.0144;15.5405;-21.2;-18.8;
-32.6799;11.3806;-27.9707;16.0897;-21.2;-18.8;
-33.1426;11.4104;-27.9107;16.6422;-21.2;-18.8;
-33.5853;11.447;-27.8352;17.1972;-21.2;-18.8;
-34.008;11.4906;-27.7448;17.7538;-21.2;-18.8;
-34.4103;11.5411;-27.64;18.3114;-21.2;-18.8;
-34.7921;11.5988;-27.5216;18.8692;-21.2;-18.8;
-35.1532;11.6636;-27.3901;19.4267;-21.2;-18.8;
-35.4938;11.7355;-27.2463;19.983;-21.2;-18.8;
-35.8136;11.8147;-27.0906;20.5376;-21.2;-18.8;
