#pose_pure,x;pose_pure,y;pose_pure,z;pose_pure,yaw;pose_pure,pitch;pose_pure,roll;imu_pure,dtheta;imu_pure,dphi;imu_pure,dpsi;loch_doppler_pure,vx;loch_doppler_pure,vy;loch_doppler_pure,vz;imu_pure,ddx;imu_pure,ddy;imu_pure,ddz;Transponder;Transponder,003;Transponder,005;Transponder,006;pose_noisy,x;pose_noisy,y;pose_noisy,z;pose_noisy,yaw;pose_noisy,pitch;pose_noisy,roll;imu_noisy,dtheta;imu_noisy,dphi;imu_noisy,dpsi;loch_doppler_noisy,vx;loch_doppler_noisy,vy;loch_doppler_noisy,vz;imu_noisy,ddx;imu_noisy,ddy;imu_noisy,ddz;Transponder;Transponder,003;Transponder,005;Transponder,006
20,15999985;0;0;0;0;0;0;0;0;3,800010443;0;0;2,99949646;0;9,81000042;217,8403672;179,3444329;341,2459899;118,7544761;20,16487015;0,036098619;0,121306848;1,15E-05;-0,000386842;4,03E-05;0,000224447;-0,000137993;0,000227764;3,899917364;0;0;2,985466719;0,001528253;9,73112011;217,8403672;179,3444329;341,2459899;118,7544761
20,55166626;0;0;0;0;0;0;0;0;3,999938726;0;0;1,999282837;0;9,81000042;218,1464439;179,4434572;341,0627083;118,5245586;20,38926943;-0,310659144;-0,112625028;8,86E-05;-0,000365169;-0,000277134;5,20E-05;2,37E-05;-0,000283429;3,999938726;0;0;1,908422709;0,049414147;9,725466728;218,1464439;179,4434572;341,0627083;118,5245586
20,95166588;0;0;0;0;0;0;0;0;3,999938726;0;0;0;0;9,81000042;218,4593151;179,5454139;340,8758899;118,2906266;20,72347169;-0,053841658;-0,094702399;-0,000408813;0,000210745;0,000193022;0,000138669;8,45E-05;0,000253685;4,000052929;0;0;-0,101751238;-0,080102988;9,890032768;218,4593151;179,5454139;340,8758899;118,2906266
21,3516674;0;0;0;0;0;0;0;0;4,000052929;0;0;0,001142025;0;9,81000042;218,7724701;179,6482034;340,6894387;118,0575862;21,24534868;-0,287733416;0,188345291;-9,84E-05;0,000404822;0,000939986;-4,63E-05;-9,63E-05;-7,97E-05;3,999938726;0;0;0,145909861;-0,095819697;9,809706688;218,7724701;179,6482034;340,6894387;118,0575862
21,75166702;0;0;0;0;0;0;0;0;4,000052929;0;0;0;0;9,81000042;219,0859078;179,7518243;340,5033553;117,8254429;21,78536099;0,01918906;-0,121538513;0,00057093;0,000199512;6,66E-06;0,000439155;-0,000182977;0,0001775;3,999938726;0;0;-0,106363066;0,059980813;9,691475868;219,0859078;179,7518243;340,5033553;117,8254429
22,15166664;0;0;0;0;0;0;0;0;4,000052929;0;0;0;0;9,81000042;219,399627;179,856275;340,3176404;117,594202;22,14164972;-0,057130377;0,060538896;-9,57E-05;0,000576267;0,000306498;-8,64E-05;-0,000349087;-6,64E-05;3,999938726;0;0;0,00125449;0,022976292;9,90402317;219,399627;179,856275;340,3176404;117,594202
22,55166626;0;0;0;0;0;0;0;0;3,999938726;0;0;-0,001142025;0;9,81000042;219,7136265;179,9615542;340,1322944;117,3638687;22,78530688;-0,024105331;0,144808017;0,000505674;0,000255873;0,00039489;0,000141491;-0,000487473;-0,000177146;4,000052929;0;0;-0,035382673;0,02062973;9,705768585;219,7136265;179,9615542;340,1322944;117,3638687
22,95166588;0;0;0;0;0;0;0;0;3,999938726;0;0;0;0;9,81000042;220,0279051;180,0676604;339,947318;117,1344484;22,78473194;-0,054077805;0,337115009;0,000528273;-0,000297813;-0,00052909;4,44E-05;0,000140324;-2,38E-05;3,999938726;0;0;-0,099122047;-0,066338643;9,806443214;220,0279051;180,0676604;339,947318;117,1344484
23,3516674;0;0;0;0;0;0;0;0;4,000052929;0;0;0,001142025;0;9,81000042;220,3424615;180,1745922;339,7627118;116,9059465;23,57145818;-0,09481188;-0,279005271;-0,000727383;-0,000304036;-0,000465552;-6,70E-05;0,000293131;0,000272681;3,999938726;0;0;0,166110978;0,088414811;9,768740654;220,3424615;180,1745922;339,7627118;116,9059465
23,75166702;0;0;0;0;0;0;0;0;4,000052929;0;0;0;0;9,81000042;220,6572946;180,282348;339,5784765;116,6783685;23,72341821;0,116971337;0,07987051;-0,000203628;-0,000183702;-0,000664572;-9,33E-05;0,0001695;4,62E-05;3,999938726;0;0;0,075253062;-0,06634789;9,771082878;220,6572946;180,282348;339,5784765;116,6783685
24,15166664;0;0;0;0;0;0;0;0;4,000052929;0;0;0;0;9,81000042;220,9724033;180,3909264;339,3946125;116,4517196;24,24461166;-0,009386853;0,034030219;0,00010865;-0,000188168;0,000215478;0,000103889;4,39E-05;-3,81E-06;3,999938726;0;0;-0,208060682;-0,056321166;9,859194756;220,9724033;180,3909264;339,3946125;116,4517196
24,55166626;0;0;0;0;0;0;0;0;3,999938726;0;0;-0,001142025;0;9,81000042;221,2877862;180,500326;339,2111206;116,2260054;24,40989144;-0,150389251;0,040338434;-0,000127591;-0,000254756;-0,000159291;-9,11E-05;0,000121583;4,06E-06;3,999938726;0;0;-0,068440042;-0,09602081;9,995142937;221,2877862;180,500326;339,2111206;116,2260054
24,95166588;0;0;0;0;0;0;0;0;3,999938726;0;0;0;0;9,81000042;221,6034424;180,6105451;339,0280013;116,0012313;24,82972599;-0,274287135;-0,082985883;-0,000671567;0,000184827;1,49E-05;-2,18E-05;2,00E-05;2,44E-05;4,000052929;0;0;-0,195215359;0,104723692;9,75198555;221,6034424;180,6105451;339,0280013;116,0012313
25,3516674;0;0;0;0;0;0;0;0;4,000052929;0;0;0,001142025;0;9,81000042;221,9193705;180,7215824;338,8452552;115,7774028;25,10367122;0,07060369;0,093677916;-0,001039323;0,000455741;0,000168959;-0,000422959;8,40E-05;-0,00034763;4,000052929;0;0;0,057073854;-0,093353845;9,905234337;221,9193705;180,7215824;338,8452552;115,7774028
25,75166702;0;0;0;0;0;0;0;0;4,000052929;0;0;0;0;9,81000042;222,2355695;180,8334363;338,662883;115,5545254;25,80063517;-0,308712564;-0,094990468;0,000122981;-5,75E-05;0,000174508;-0,000212444;-3,24E-05;0,000239518;3,999938726;0;0;-0,016153706;0,1026197;9,781921387;222,2355695;180,8334363;338,662883;115,5545254
26,15166664;0;0;0;0;0;0;0;0;4,000052929;0;0;0;0;9,81000042;222,5520381;180,9461052;338,4808852;115,3326045;26,17395069;0,072235255;-0,056460242;0,000120267;-0,00023307;4,19E-05;0,000116534;-2,19E-05;3,71E-05;4,000052929;0;0;0,051666077;-0,06392134;9,880092621;222,5520381;180,9461052;338,4808852;115,3326045
26,55166626;0;0;0;0;0;0;0;0;3,999938726;0;0;-0,001142025;0;9,81000042;222,8687753;181,0595878;338,2992625;115,1116458;26,67491928;-0,101188242;-0,120121539;-0,00043101;-0,000601809;0,00021726;6,64E-05;0,000110914;-0,000151139;4,000052929;0;0;0,023068957;-0,187425166;9,83432579;222,8687753;181,0595878;338,2992625;115,1116458
26,95166588;0;0;0;0;0;0;0;0;3,999938726;0;0;0;0;9,81000042;223,1857799;181,1738824;338,1180154;114,8916548;26,95849307;-0,151128073;-0,106361219;-0,000161997;0,000175158;-0,000131223;0,000160906;0,000538414;-8,79E-05;4,000052929;0;0;0,183036864;-0,008019613;9,797672272;223,5030507;181,2889875;337,9371446;114,672637
27,3516674;0;0;0;0;0;0;0;0;4,000052929;0;0;0,001142025;0;9,81000042;223,5030507;181,2889875;337,9371446;114,672637;27,26267916;-0,069708902;0,096281106;3,92E-05;-0,001034051;-0,000575968;-3,78E-05;-0,000169303;4,22E-05;3,999938726;0;0;-0,049240835;-0,032170612;9,937015533;223,5030507;181,2889875;337,9371446;114,672637
27,75166702;0;0;0;0;0;0;0;0;4,000052929;0;0;0;0;9,81000042;223,8205866;181,4049016;337,7566506;114,454598;27,68423431;-0,057484595;0,175376266;-0,000437409;0,000186807;-0,000542539;-0,00054607;0,00011338;-0,000169;4,000052929;0;0;-0,032769762;-0,075065136;9,91224575;223,8205866;181,4049016;337,7566506;114,454598
28,15166664;0;0;0;0;0;0;0;0;4,000052929;0;0;0;0;9,81000042;224,1383866;181,5216231;337,576534;114,2375435;28,32233808;0,174058189;-0,114151584;-0,000435499;-8,35E-05;8,76E-05;-0,00024421;-1,43E-05;0,00017044;3,999938726;0;0;0,042948041;-0,066041067;9,784142494;224,1383866;181,5216231;337,576534;114,2375435
28,55166626;0;0;0;0;0;0;0;0;3,999938726;0;0;-0,001142025;0;9,81000042;224,4564494;181,6391505;337,3967956;114,021479;28,50631079;0,104692051;-0,019786458;0,000162824;-0,000198385;0,00031749;0,000101162;0,000204428;0,000122881;3,999938726;0;0;-0,1620754;-0,07987956;9,878566742;224,4564494;181,6391505;337,3967956;114,021479
28,95166588;0;0;0;0;0;0;0;0;4,000052929;0;0;0;0;9,81000042;225,0933592;181,8766166;337,0384553;113,5923428;29,66837216;0,235276767;-0,171961576;9,93E-06;-0,000225542;-3,42E-05;6,25E-06;2,77E-05;-0,00011764;4,000052929;0;0;0,056504685;-0,026942084;9,852435112;225,0933592;181,8766166;337,0384553;113,5923428
29,3516674;0;0;0;0;0;0;0;0;4,000052929;0;0;0,001142025;0;9,81000042;225,0933592;181,8766166;337,0384553;113,5923428;29,66837216;0,235276767;-0,171961576;9,93E-06;-0,000225542;-3,42E-05;6,25E-06;2,77E-05;-0,00011764;4,000052929;0;0;0,056504685;-0,026942084;9,852435112;225,0933592;181,8766166;337,0384553;113,5923428
29,75166702;0;0;0;0;0;0;0;0;4,000052929;0;0;0;0;9,81000042;225,4122039;181,9965522;336,8598546;113,3792824;30,0561252;-0,136543153;-0,096999381;0,000486843;-0,000174318;0,000384261;-0,000218568;0,000273811;0,000250977;4,000052929;0;0;0,005981359;0,043232642;9,835525513;225,4122039;181,9965522;336,8598546;113,3792824
