#pose_pure,x;pose_pure,y;pose_pure,z;pose_pure,yaw;pose_pure,pitch;pose_pure,roll;imu_pure,dtheta;imu_pure,dphi;imu_pure,dpsi;loch_doppler_pure,vx;loch_doppler_pure,vy;loch_doppler_pure,vz;imu_pure,ddx;imu_pure,ddy;imu_pure,ddz;Transponder,002;Transponder,005;pose_noisy,x;pose_noisy,y;pose_noisy,z;pose_noisy,yaw;pose_noisy,pitch;pose_noisy,roll;imu_noisy,dtheta;imu_noisy,dphi;imu_noisy,dpsi;loch_doppler_noisy,vx;loch_doppler_noisy,vy;loch_doppler_noisy,vz;imu_noisy,ddx;imu_noisy,ddy;imu_noisy,ddz;Transponder,002;Transponder,005
1,374821305;1,519932866;0;0;0;1,25333333;0;0;0,101487353;2,199995995;-0,003667218;0;3,001237154;0,184998885;9,81000042;115,700298;350,3113882;1,500038411;1,579933377;-0,072381533;9,25E-05;0,000449215;1,253090163;-0,000140054;-4,57E-06;0,101498097;2,199995995;-0,003667218;0;3,075462103;0,352942526;9,838953972;115,700298;350,3113882
1,446709752;1,741914988;0;0;0;1,263333321;0;0;0,101487353;2,499993801;-0,004167674;0;3,001443148;0,214989483;9,81000042;115,7930417;350,2567585;1,008485985;1,988940931;-0,279615298;-6,60E-05;0,000365961;1,262959221;0,000154819;0,000119938;0,101584725;2,499993801;-0,004167674;0;2,940873384;0,23744598;9,800704002;115,7930417;350,2567585
1,525831103;1,994826555;0;0;0;1,273333311;0;0;0,101487353;2,799998283;-0,00466387;0;3,001711845;0,245031148;9,81000042;115,8964633;350,1961146;1,652085596;1,964208254;0,150673625;-0,000220679;0,000274142;1,27384234;-4,02E-05;-0,000158389;0,101593696;2,799994469;-0,004669775;0;3,061025381;0,051073752;9,785967827;115,8964633;350,1961146
1,525831103;1,994826555;0;0;0;1,273333311;0;0;0,101487353;2,799998283;-0,00466387;0;3,001711845;0,245031148;9,81000042;115,8964633;350,1961146;1,652085596;1,964208254;0,150673625;-0,000220679;0,000274142;1,27384234;6,78E-05;-0,000137848;0,101589002;2,999989271;-0,005000305;0;1,861699462;0,491686165;9,911481857;116,0076111;350,1313092
1,699535847;2,581299305;0;0;0;1,293333292;0;0;0,101487353;3,399995565;-0,005672244;0;4,002061844;0,293272138;9,81000042;116,1286939;350,0611956;1,556412898;2,653392332;-0,120634775;0,000192662;-0,000492;1,293442282;0,000101974;-0,000116307;0,10172233;3,399995565;-0,005672244;0;3,895568371;0,257225573;9,822070122;116,1286939;350,0611956
1,699535847;2,581299305;0;0;0;1,293333292;0;0;0,101487353;3,59999156;-0,006000197;0;2,002227545;0,336711466;9,81000042;116,2568964;349,987566;1,716466084;3,055743863;-0,063294396;-0,000234061;-5,97E-05;1,30304877;0,00010068;3,26E-05;0,101462863;3,59999156;-0,006000197;0;2,106824636;0,348029703;9,714468956;116,2568964;349,987566
1,891963124;3,282012463;0;0;0;1,313333273;0;0;0,101487353;3,900000334;-0,006498744;0;3,002488375;0,355004698;9,81000042;116,3949789;349,909022;2,046766172;3,437497368;0,224853686;-0,000733231;9,74E-05;1,312706189;-0,000385644;-0,000113432;0,101637565;3,999985456;-0,006674131;0;3,131206274;0,414963394;9,760438919;116,3949789;349,909022
1,891963124;3,282012463;0;0;0;1,313333273;0;0;0,101487353;3,900000334;-0,006498744;0;3,002488375;0,355004698;9,81000042;116,3949789;349,909022;2,046766172;3,437497368;0,224853686;-0,000733231;9,74E-05;1,312706189;-0,000429164;0,000192115;0,101481818;3,999985695;-0,006671241;0;1,041050434;0,384994328;9,787086487;116,5378492;349,8286508
1,992201328;3,669247389;0;0;0;1,323333383;0;0;0,101487353;3,999985695;-0,006671241;0;1,002452612;0,388265312;9,81000042;116,5378492;349,8286508;2,239627517;4,343975115;0,102603448;-1,89E-05;0,000307513;1,333289505;0,000222935;9,65E-06;0,101346277;4,000000477;-0,00666428;0;-0,017506665;0,44455117;9,774794579;116,6782429;349,750618
2,181036234;4,446627617;0;0;0;1,343333364;0;0;0,101487353;3,999990463;-0,006665247;0;0,002565002;0,399980396;9,81000042;116,816155;349,6749329;2,025351353;4,714535476;-0,098900326;-0,000105308;0,000785722;1,343186313;-0,000186212;-9,54E-05;0,101501167;3,999990463;-0,006665247;0;0,054850459;0,561015904;9,846921921;116,816155;349,6749329
2,269613981;4,836695194;0;0;0;1,353333354;0;0;0,101487353;3,999998569;-0,006667115;0;0,0027477;0,399970382;9,81000042;116,9515806;349,6016047;2,087860727;4,817270472;0,094050212;-0,000434138;0,000382025;1,353150522;0,000147842;-0,000211607;0,101680025;4,000013351;-0,006663469;0;0,045677636;0,451467961;9,919251442;116,9515806;349,6016047
2,269613981;4,836695194;0;0;0;1,353333354;0;0;0,101487353;3,999998569;-0,006667115;0;0,0027477;0,399970382;9,81000042;116,9515806;349,6016047;2,087860727;4,817270472;0,094050212;-0,000434138;0,000382025;1,353150522;0,000147842;-0,000211607;0,101680025;3,999996901;-0,006672324;0;0,045677636;0,451467961;9,919251442;117,0845146;349,5306422
2,435045958;5,619390011;0;0;0;1,373333335;0;0;0,101487353;3,999985695;-0,006676583;0;0,002554054;0,399947107;9,81000042;117,2149524;349,4620538;2,363020415;5,597573817;0,269979258;0,000352829;-0,000437636;1,373010185;0,000167497;-3,98E-05;0,101500936;3,999985695;-0,006676583;0;-0,047338847;0,364079237;9,849081039;117,2149524;349,4620538
2,511883497;6,011939049;0;0;0;1,383333325;0;0;0,101487353;3,999992847;-0,006670272;0;0,002739206;0,400051713;9,81000042;117,3428892;349,395848;2,509134695;6,217162707;0,043378758;-0,000337244;0,000259649;1,383175493;-0,000148482;-9,79E-05;0,101340495;3,999992847;-0,006670272;0;-0,194300264;0,415650904;9,702985764;117,3428892;349,395848
2,584791899;6,405236721;0;0;0;1,393333316;0;0;0,101487353;3,999993086;-0,00666908;0;0,002670726;0,400001168;9,81000042;117,4683205;349,3320325;2,745979795;6,466836868;-0,068006076;-0,000291613;5,10E-07;1,393557888;-0,000225326;1,51E-05;0,101449661;3,999993086;-0,00666908;0;0,065188393;0,402238369;9,73645401;117,4683205;349,3320325
2,653763771;6,799243927;0;0;0;1,403333306;0;0;0,101487353;3,999986649;-0,0066688;0;0,002601915;0,399992108;9,81000042;117,5912417;349,2706152;2,528802039;6,878351336;0,254452691;-0,000373615;-0,0004074;1,403252174;-0,000184938;0,000256327;0,101387955;3,999986649;-0,0066688;0;-0,046580702;0,485313535;9,683018684;117,5912417;349,2706152
2,718791962;7,193921089;0;0;0;1,413333297;0;0;0,101487353;4,000001431;-0,00666074;0;0,002816166;0,400069237;9,81000042;117,7116484;349,2116034;2,768312017;7,185809078;0,004839246;-4,97E-05;0,000478942;1,413708697;0,000220408;-2,14E-05;0,101419173;4,000001431;-0,00666074;0;-0,218421638;0,388373315;9,773468971;117,7116484;349,2116034
2,77987051;7,58922863;0;0;0;1,423333287;0;0;0,101487353;3,999985933;-0,006678252;0;0,002508638;0,399815023;9,81000042;117,8295363;349,1550042;2,595775877;7,749792358;0,266241324;-0,000492147;-0,00011638;1,423408844;0,000248017;-8,32E-05;0,101478353;3,999985933;-0,006678252;0;-0,084004074;0,429192603;9,648841858;117,8295363;349,1550042
2,836992741;7,985127449;0;0;0;1,433333397;0;0;0,101487353;4,00001812;-0,006662137;0;0,002988139;0,400149763;9,81000042;117,9449012;349,1008246;2,704412276;8,060982822;0,219478561;0,000223402;-4,63E-05;1,43311288;-1,46E-05;0,000131537;0,101461202;3,999958754;-0,006678678;0;0,123364232;0,45089063;9,835474014;117,9449012;349,1008246
2,890153408;8,381577492;0;0;0;1,443333387;0;0;0,101487353;3,999990702;-0,006666956;0;0,002394365;0,39994362;9,81000042;118,0577389;349,049071;2,950864517;8,293623026;0,006696921;-0,000185356;8,14E-06;1,443254753;-0,000219753;3,65E-05;0,101619467;3,999996424;-0,006669168;0;-0,11875461;0,440954894;9,7445755;118,0577389;349,049071
2,93934679;8,778538704;0;0;0;1,453333378;0;0;0,101487353;3,999958992;-0,006666041;0;0,002348763;0,399998188;9,81000042;118,1680455;348,9997497;2,737570972;8,892271654;-0,128686749;0,000963484;-0,000446369;1,453146231;6,08E-05;0,000338776;0,101268731;4,000031471;-0,006668757;0;0,069162712;0,41800949;9,700857162;118,1680455;348,9997497
