pose_pure,x;pose_pure,y;pose_pure,z;pose_pure,yaw;pose_pure,pitch;pose_pure,roll;imu_pure,dtheta;imu_pure,dphi;imu_pure,dpsi;loch_doppler_pure,vx;loch_doppler_pure,vy;loch_doppler_pure,vz;imu_pure,ddx;imu_pure,ddy;imu_pure,ddz;Transponder;Transponder,001;Transponder,002;Transponder,003;Transponder,004;Transponder,005;Transponder,006;Transponder,007;pose_noisy,x;pose_noisy,y;pose_noisy,z;pose_noisy,yaw;pose_noisy,pitch;pose_noisy,roll;imu_noisy,dtheta;imu_noisy,dphi;imu_noisy,dpsi;loch_doppler_noisy,vx;loch_doppler_noisy,vy;loch_doppler_noisy,vz;imu_noisy,ddx;imu_noisy,ddy;imu_noisy,ddz;Transponder;Transponder,001;Transponder,002;Transponder,003;Transponder,004;Transponder,005;Transponder,006;Transponder,007
2,0783333778381348;0,0;0,0;0,0;-0,0;0,0;0,0;0,0;0,0;0,10000704973936081;0,0;0,0;0,0;0,0;9,8100004196167;151,39348115460956;148,62251781872683;151,39348115460956;148,62251781872683;245,80477240304168;244,10787124297687;245,80477240304168;244,10787124297687;1,8684955637793126;0,12891861201876004;-0,11868984062903529;5,333837450123558e-07;5,751177483806804e-05;0,0003177095192494545;0,00011753595754271373;-0,00014196362462826073;8,676475999891409e-07;0,09999274462461472;0,0;0,0;-0,029200639575719833;0,020211486145853996;9,788816452026367;151,39348115460956;148,62251781872683;151,39348115460956;148,62251781872683;245,80477240304168;244,10787124297687;245,80477240304168;244,10787124297687
2,0883333683013916;0,0;0,0;0,0;-0,0;0,0;0,0;0,0;0,0;0,10000704973936081;0,0;0,0;0,0;0,0;9,8100004196167;151,4002239191798;148,615929393334;151,4002239191798;148,615929393334;245,80892539282982;244,10386000521262;245,80892539282982;244,10386000521262;1,9482159159117431;0,13181503443019363;0,03305697833920079;0,00051104112068729;0,00032543045356139784;0,0005176808503259249;-0,00017004497931338847;1,4603395356971305e-05;-0,00017277392907999456;0,10000704973936081;0,0;0,0;0,043617699295282364;-0,05581657588481903;9,884943008422852;151,4002239191798;148,615929393334;151,4002239191798;148,615929393334;245,80892539282982;244,10386000521262;245,80892539282982;244,10386000521262
2,0983333587646484;0,0;0,0;0,0;-0,0;0,0;0,0;0,0;0,0;0,10000704973936081;0,0;0,0;0,0;0,0;9,8100004196167;151,40696704393906;148,6093413487561;151,40696704393906;148,6093413487561;245,8130787192668;244,09984911120102;245,8130787192668;244,09984911120102;2,2076453178795776;0,10962061461803503;0,07445293635027139;-0,0002492007489513266;0,0005741660998361154;-9,793869349286563e-05;-5,704782233806327e-05;-7,132320024538785e-05;6,72273599775508e-05;0,10000704973936081;0,0;0,0;-0,019435958936810493;-0,029890915378928185;9,771503448486328;151,40696704393906;148,6093413487561;151,40696704393906;148,6093413487561;245,8130787192668;244,09984911120102;245,8130787192668;244,09984911120102
2,1083333492279053;0,0;0,0;0,0;-0,0;0,0;0,0;0,0;0,0;0,10000704973936081;0,0;0,0;0,0;0,0;9,8100004196167;151,4137105288392;148,60275368504372;151,4137105288392;148,60275368504372;245,81723238233545;244,09583856095904;245,81723238233545;244,09583856095904;1,9083685747507835;-0,11029456553705887;-0,05260624284341394;0,00038446663966892924;-0,0002698539602356414;-6,233424260214133e-05;2,9835586246917956e-05;-0,0001594273780938238;3,1378469884657534e-06;0,10000704973936081;0,0;0,0;0,22529545426368713;-0,25260287523269653;9,766956329345703;151,4137105288392;148,60275368504372;151,4137105288392;148,60275368504372;245,81723238233545;244,09583856095904;245,81723238233545;244,09583856095904
2,118333339691162;0,0;0,0;0,0;-0,0;0,0;0,0;0,0;0,0;0,10000704973936081;0,0;0,0;0,0;0,0;9,8100004196167;151,42045437383214;148,59616640224752;151,42045437383214;148,59616640224752;245,8213863820188;244,09182835450358;245,8213863820188;244,09182835450358;2,13932055644844;-0,0200376060349825;-0,09963160869416562;-0,00022403573461914644;-0,0004586014169552099;0,00021099553549419937;5,62860986974556e-05;-1,155411246145377e-05;0,00016352203965652734;0,10000704973936081;0,0;0,0;0,08039073646068573;0,1338156908750534;9,844388008117676;151,42045437383214;148,59616640224752;151,42045437383214;148,59616640224752;245,8213863820188;244,09182835450358;245,8213863820188;244,09182835450358
2,128333330154419;0,0;0,0;0,0;-0,0;0,0;0,0;0,0;0,0;0,09999274462461472;0,0;0,0;-0,0001430511474609375;0,0;9,8100004196167;151,42719857886974;148,5895795004182;151,42719857886974;148,5895795004182;245,82554071829975;244,08781849185164;245,82554071829975;244,08781849185164;1,932713499152854;0,007629498332442792;0,1589730921012572;-2,3267646628942407e-05;-0,0005244879699529834;0,00039111871479824027;-2,4363294869544916e-05;0,00011337889736751094;-0,00014894787454977632;0,09999274462461472;0,0;0,0;0,10502851009368896;-0,027548419311642647;9,752678871154785;151,42719857886974;148,5895795004182;151,42719857886974;148,5895795004182;245,82554071829975;244,08781849185164;245,82554071829975;244,08781849185164
2,138333320617676;0,0;0,0;0,0;-0,0;0,0;0,0;0,0;0,0;0,09999274462461472;0,0;0,0;0,0;0,0;9,8100004196167;151,4339431439039;148,58299297960642;151,4339431439039;148,58299297960642;245,82969539116124;244,0838089730201;245,82969539116124;244,0838089730201;2,1655416846733986;0,32619782327967006;-0,03753378734282609;-0,00048591255348521346;0,00013165241783424258;0,00010412175877907657;3,8859765481902286e-05;0,0001400861219735816;6,947649580979487e-06;0,09999274462461472;0,0;0,0;0,10591865330934525;-0,02840401977300644;9,841784477233887;151,4339431439039;148,58299297960642;151,4339431439039;148,58299297960642;245,82969539116124;244,0838089730201;245,82969539116124;244,0838089730201
2,1483333110809326;0,0;0,0;0,0;-0,0;0,0;0,0;0,0;0,0;0,09999274462461472;0,0;0,0;0,0;0,0;9,8100004196167;151,4406880688865;148,57640683986284;151,4406880688865;148,57640683986284;245,83385040058616;244,079799798026;245,83385040058616;244,079799798026;2,0639613757413153;-0,00017433479016602295;0,026804583696079538;0,0001248526161231382;-0,0006050055390429315;-0,00015072888458663458;0,0001110367666115053;0,0001984967093449086;0,0002755305904429406;0,09999274462461472;0,0;0,0;-0,15859657526016235;-0,14988791942596436;9,900818824768066;151,4406880688865;148,57640683986284;151,4406880688865;148,57640683986284;245,83385040058616;244,079799798026;245,83385040058616;244,079799798026
2,1583333015441895;0,0;0,0;0,0;-0,0;0,0;0,0;0,0;0,0;0,09999274462461472;0,0;0,0;0,0;0,0;9,8100004196167;151,44743335376947;148,56982108123813;151,44743335376947;148,56982108123813;245,8380057465575;244,07579096688616;245,8380057465575;244,07579096688616;2,0852527717640528;-0,20023152391848137;-0,18152099404313973;0,00015480198317652355;-0,000242305872603018;4,504867065026211e-05;2,5959530830732547e-05;6,0796079196734354e-05;-7,16783179086633e-05;0,09999274462461472;0,0;0,0;-0,15885213017463684;0,025341495871543884;9,69912338256836;151,44743335376947;148,56982108123813;151,44743335376947;148,56982108123813;245,8380057465575;244,07579096688616;245,8380057465575;244,07579096688616
2,1683332920074463;0,0;0,0;0,0;-0,0;0,0;0,0;0,0;0,0;0,09999274462461472;0,0;0,0;0,0;0,0;9,8100004196167;151,45417899850474;148,56323570378296;151,45417899850474;148,56323570378296;245,84216142905822;244,0717824796176;245,84216142905822;244,0717824796176;2,411772697753436;-0,012240371714309566;-0,059441097588400646;0,0006168773473210452;0,00048554795675343935;0,0003250533785690269;-0,0002902591077145189;7,621471013408154e-05;0,00020423125533852726;0,10000704973936081;0,0;0,0;-0,05373765528202057;0,016948599368333817;9,701106071472168;151,45417899850474;148,56323570378296;151,45417899850474;148,56323570378296;245,84216142905822;244,0717824796176;245,84216142905822;244,0717824796176
